year,month,day,hour,MN,Hs,T,wind direction
2009,12,1,12,0,2.22,4.9,160.83
2009,12,1,15,0,2.16,4.98,172.46
2009,12,1,18,0,1.45,11.49,195.85
2009,12,1,21,0,1.15,10.75,199.32
2009,12,2,0,0,1.21,10,176.08
2009,12,2,3,0,1.29,8.06,159.11
2009,12,2,6,0,1.72,11.36,157.48
2009,12,2,9,0,1.97,11.36,161.11
2009,12,2,12,0,2.17,11.76,156.6
2009,12,2,15,0,2.47,13.51,164.2
2009,12,2,18,0,2.65,13.89,189.93
2009,12,2,21,0,2.83,14.08,265.76
2009,12,3,0,0,3.55,13.7,310.4
2009,12,3,3,0,3.57,13.51,302.59
2009,12,3,6,0,3.4,13.7,300.33
2009,12,3,9,0,3.28,13.51,296.57
2009,12,3,12,0,3.32,13.16,295.79
2009,12,3,15,0,3.46,12.5,286.75
2009,12,3,18,0,4.09,12.99,274.37
2009,12,3,21,0,4.77,13.51,269.56
2009,12,4,0,0,4.49,12.82,270.92
2009,12,4,3,0,3.9,12.2,266.63
2009,12,4,6,0,3.25,11.63,249.89
2009,12,4,9,0,2.76,11.36,205.64
2009,12,4,12,0,2.41,11.11,146.48
2009,12,4,15,0,2.25,10.75,150.32
2009,12,4,18,0,2,10.53,143.35
2009,12,4,21,0,1.84,10.42,143.53
2009,12,5,0,0,1.66,10.2,164.15
2009,12,5,3,0,1.54,10.1,253.61
2009,12,5,6,0,1.5,9.9,220.6
2009,12,5,9,0,1.44,9.8,178.78
2009,12,5,12,0,1.5,10.31,152.02
2009,12,5,15,0,1.76,12.05,123.07
2009,12,5,18,0,2.37,12.05,121.5
2009,12,5,21,0,2.07,11.9,180.55
2009,12,6,0,0,2,11.9,174.04
2009,12,6,3,0,2.61,11.76,190.44
2009,12,6,6,0,3.62,12.66,198.9
2009,12,6,9,0,3.92,12.66,215.32
2009,12,6,12,0,3.8,12.99,197.1
2009,12,6,15,0,4.52,12.82,224.37
2009,12,6,18,0,5.06,12.82,231.99
2009,12,6,21,0,5.22,13.33,234.27
2009,12,7,0,0,4.92,13.51,219.08
2009,12,7,3,0,4.28,13.51,191.81
2009,12,7,6,0,3.78,13.16,177.88
2009,12,7,9,0,3.51,12.66,218.29
2009,12,7,12,0,3.35,12.66,248.52
2009,12,7,15,0,3.33,12.5,257.53
2009,12,7,18,0,3.55,12.5,249.94
2009,12,7,21,0,4.34,12.5,268.05
2009,12,8,0,0,4.04,12.5,256.61
2009,12,8,3,0,3.33,12.35,218.97
2009,12,8,6,0,2.81,12.2,159.29
2009,12,8,9,0,2.57,11.49,156.69
2009,12,8,12,0,2.47,11.36,160.54
2009,12,8,15,0,2.19,11.36,169.65
2009,12,8,18,0,1.96,11.9,188.94
2009,12,8,21,0,2.18,12.2,196.16
2009,12,9,0,0,2.56,13.51,191.41
2009,12,9,3,0,2.93,14.08,191.99
2009,12,9,6,0,3.34,14.08,194.27
2009,12,9,9,0,3.65,15.15,202.99
2009,12,9,12,0,3.88,15.62,212.55
2009,12,9,15,0,3.86,15.87,216.49
2009,12,9,18,0,3.68,15.38,185.12
2009,12,9,21,0,3.5,15.15,173.42
2009,12,10,0,0,3.37,15.15,179.3
2009,12,10,3,0,3.32,15.15,199.23
2009,12,10,6,0,3.3,14.93,211.28
2009,12,10,9,0,3.21,14.49,236.5
2009,12,10,12,0,3.03,14.08,182.44
2009,12,10,15,0,2.87,13.89,159.44
2009,12,10,18,0,2.74,13.7,147.99
2009,12,10,21,0,2.66,13.51,138.53
2009,12,11,0,0,2.6,13.33,138.3
2009,12,11,3,0,2.53,13.16,137.12
2009,12,11,6,0,2.43,12.82,140.53
2009,12,11,9,0,2.21,12.66,134.01
2009,12,11,12,0,1.96,12.35,129.29
2009,12,11,15,0,1.74,12.2,134.06
2009,12,11,18,0,1.52,12.05,141.93
2009,12,11,21,0,1.42,12.2,138.08
2009,12,12,0,0,1.39,12.2,135.66
2009,12,12,3,0,1.34,12.2,119.64
2009,12,12,6,0,1.29,11.9,132.27
2009,12,12,9,0,1.17,11.63,121.14
2009,12,12,12,0,1.07,11.36,127.06
2009,12,12,15,0,1.01,11.36,135.6
2009,12,12,18,0,0.93,11.24,140.44
2009,12,12,21,0,0.81,10.87,142.43
2009,12,13,0,0,0.73,10.42,144.61
2009,12,13,3,0,0.67,10.31,143.75
2009,12,13,6,0,0.62,10.2,152.02
2009,12,13,9,0,0.58,10,158.63
2009,12,13,12,0,0.55,9.71,138.81
2009,12,13,15,0,0.51,9.43,113.2
2009,12,13,18,0,0.48,9.26,69.44
2009,12,13,21,0,0.44,9.17,123.69
2009,12,14,0,0,0.41,9.09,164.05
2009,12,14,3,0,0.38,8.93,347.2
2009,12,14,6,0,0.36,8.55,353.42
2009,12,14,9,0,0.55,8.4,355.84
2009,12,14,12,0,1.03,4.08,356.86
2009,12,14,15,0,1.36,4.93,0
2009,12,14,18,0,1.53,5.38,357.51
2009,12,14,21,0,1.59,5.71,352.49
2009,12,15,0,0,1.74,5.81,15.79
2009,12,15,3,0,1.91,5.99,21.6
2009,12,15,6,0,1.91,6.25,27.32
2009,12,15,9,0,2.03,6.37,30.26
2009,12,15,12,0,2.13,6.45,35.84
2009,12,15,15,0,2.06,6.58,38.93
2009,12,15,18,0,2.01,6.54,40.79
2009,12,15,21,0,1.92,6.49,34.8
2009,12,16,0,0,1.97,6.49,42.2
2009,12,16,3,0,1.91,6.49,45.86
2009,12,16,6,0,1.75,6.37,40.88
2009,12,16,9,0,1.63,6.1,33.34
2009,12,16,12,0,2.02,5.99,0.97
2009,12,16,15,0,2.41,6.67,9.38
2009,12,16,18,0,2.46,7.09,21.62
2009,12,16,21,0,2.31,7.3,46.08
2009,12,17,0,0,2.07,7.35,56.31
2009,12,17,3,0,1.92,7.04,55.34
2009,12,17,6,0,1.75,7.09,49.54
2009,12,17,9,0,1.53,6.94,52.12
2009,12,17,12,0,1.31,6.99,62.93
2009,12,17,15,0,1.2,7.41,98.82
2009,12,17,18,0,1.14,10.1,138.58
2009,12,17,21,0,1.06,9.43,143.43
2009,12,18,0,0,0.98,9.09,173.66
2009,12,18,3,0,0.89,8.55,212.62
2009,12,18,6,0,0.82,8.33,240.26
2009,12,18,9,0,0.83,7.94,313.49
2009,12,18,12,0,0.73,7.63,35.54
2009,12,18,15,0,0.67,7.52,255.96
2009,12,18,18,0,0.64,7.04,278.47
2009,12,18,21,0,0.63,6.94,352.23
2009,12,19,0,0,0.95,4.13,10.91
2009,12,19,3,0,1.18,5.92,2.42
2009,12,19,6,0,1.07,6.06,336.68
2009,12,19,9,0,1.13,6.06,312.99
2009,12,19,12,0,1.35,9.43,290.91
2009,12,19,15,0,2.13,5.92,5.37
2009,12,19,18,0,3.34,7.81,1.92
2009,12,19,21,0,3.44,8.7,351.81
2009,12,20,0,0,3.21,9.26,343.56
2009,12,20,3,0,3.91,10.1,339.84
2009,12,20,6,0,4.34,10.99,333.26
2009,12,20,9,0,4.4,11.24,321.82
2009,12,20,12,0,4.14,12.05,318.96
2009,12,20,15,0,4.1,13.7,305.48
2009,12,20,18,0,4.19,14.08,296.35
2009,12,20,21,0,4.06,14.29,314.49
2009,12,21,0,0,4.42,14.93,289.94
2009,12,21,3,0,5.18,14.93,332.1
2009,12,21,6,0,4.82,14.71,335.75
2009,12,21,9,0,4.24,14.71,330.42
2009,12,21,12,0,3.64,14.08,330.35
2009,12,21,15,0,3.24,13.7,318.22
2009,12,21,18,0,2.99,13.51,317.49
2009,12,21,21,0,2.82,13.33,4.4
2009,12,22,0,0,2.66,12.82,354.56
2009,12,22,3,0,2.43,12.5,145.22
2009,12,22,6,0,2.4,12.2,112.48
2009,12,22,9,0,2.24,12.2,90
2009,12,22,12,0,2.09,11.63,306.87
2009,12,22,15,0,2.2,11.63,288.07
2009,12,22,18,0,2.57,13.51,294.57
2009,12,22,21,0,2.86,12.35,284.17
2009,12,23,0,0,3.16,10.87,292.66
2009,12,23,3,0,2.8,10.42,291.18
2009,12,23,6,0,2.48,10.64,283.43
2009,12,23,9,0,2.42,14.71,262.28
2009,12,23,12,0,2.61,13.51,230.57
2009,12,23,15,0,2.63,12.66,207.01
2009,12,23,18,0,2.51,12.5,183.9
2009,12,23,21,0,2.33,12.5,171.38
2009,12,24,0,0,2.14,12.35,152.65
2009,12,24,3,0,1.93,12.05,133.45
2009,12,24,6,0,1.73,11.49,105.26
2009,12,24,9,0,1.62,11.24,61.82
2009,12,24,12,0,1.52,10.87,135
2009,12,24,15,0,1.38,10.2,142.31
2009,12,24,18,0,1.27,10,119.9
2009,12,24,21,0,1.18,9.8,145.41
2009,12,25,0,0,1.11,9.8,149.3
2009,12,25,3,0,1.06,16.67,161.08
2009,12,25,6,0,1.03,16.39,153.43
2009,12,25,9,0,1.01,16.39,143.13
2009,12,25,12,0,1.05,15.87,129.92
2009,12,25,15,0,1.07,15.87,123.25
2009,12,25,18,0,1.35,15.62,122.07
2009,12,25,21,0,1.37,15.38,114.78
2009,12,26,0,0,1.28,15.62,137.66
2009,12,26,3,0,1.22,15.87,148.52
2009,12,26,6,0,1.27,15.87,151.59
2009,12,26,9,0,1.39,15.38,159.44
2009,12,26,12,0,1.62,12.05,159.3
2009,12,26,15,0,1.69,12.05,161.11
2009,12,26,18,0,1.61,10.53,162.76
2009,12,26,21,0,1.47,14.29,177.14
2009,12,27,0,0,1.37,13.7,300.96
2009,12,27,3,0,1.31,13.16,4.46
2009,12,27,6,0,1.38,11.24,322.5
2009,12,27,9,0,1.55,10.31,313.75
2009,12,27,12,0,1.84,12.05,281.31
2009,12,27,15,0,1.64,11.36,265.49
2009,12,27,18,0,1.64,12.05,231.97
2009,12,27,21,0,1.9,10.99,223.15
2009,12,28,0,0,2.05,8,234.39
2009,12,28,3,0,2.03,8.55,257.2
2009,12,28,6,0,2.01,14.71,251.08
2009,12,28,9,0,2.13,13.33,292.68
2009,12,28,12,0,2.05,12.05,160.64
2009,12,28,15,0,1.91,11.36,151.11
2009,12,28,18,0,1.74,10.64,128.66
2009,12,28,21,0,1.58,10.42,108.82
2009,12,29,0,0,1.53,10,105.33
2009,12,29,3,0,1.76,9.35,86.42
2009,12,29,6,0,1.89,4.85,78.4
2009,12,29,9,0,2.08,5.52,78.16
2009,12,29,12,0,2.19,5.99,73.26
2009,12,29,15,0,2.2,6.17,66.35
2009,12,29,18,0,2.21,6.1,63.04
2009,12,29,21,0,2.2,5.95,62.22
2009,12,30,0,0,2.12,5.88,58.62
2009,12,30,3,0,2.18,6.29,56.02
2009,12,30,6,0,2.07,6.62,59.67
2009,12,30,9,0,2.13,6.71,59.95
2009,12,30,12,0,3.16,6.58,71.17
2009,12,30,15,0,3.55,7.09,66.96
2009,12,30,18,0,3.51,7.14,63.99
2009,12,30,21,0,3.23,7.09,63.28
2009,12,31,0,0,2.94,6.67,60.35
2009,12,31,3,0,2.86,7.41,54.14
2009,12,31,6,0,3.08,7.63,47.06
2009,12,31,9,0,2.79,8.62,39.56
2009,12,31,12,0,2.39,8.55,34.14
2009,12,31,15,0,2.18,8.13,28.66
2009,12,31,18,0,2.15,8.55,30.67
2009,12,31,21,0,2.19,8.4,23.12
2010,1,1,0,0,2.02,8.2,22.67
2010,1,1,3,0,1.68,8.26,18.43
2010,1,1,6,0,1.39,7.87,45.91
2010,1,1,9,0,1.25,7.41,48.14
2010,1,1,12,0,1.21,7.19,24.15
2010,1,1,15,0,1.31,8.93,10.67
2010,1,1,18,0,1.37,9.52,25.11
2010,1,1,21,0,1.47,9.62,30.2
2010,1,2,0,0,1.47,9.35,354.96
2010,1,2,3,0,1.51,9.17,325.43
2010,1,2,6,0,1.92,6.17,314.67
2010,1,2,9,0,1.73,6.99,17.1
2010,1,2,12,0,1.56,7.09,59.68
2010,1,2,15,0,1.8,9.62,76.24
2010,1,2,18,0,2.29,5.92,79.24
2010,1,2,21,0,2.12,5.85,84.18
2010,1,3,0,0,1.7,5.38,89.36
2010,1,3,3,0,1.37,12.35,82.5
2010,1,3,6,0,1.11,12.35,80.69
2010,1,3,9,0,0.93,12.35,77.59
2010,1,3,12,0,0.92,12.5,74.52
2010,1,3,15,0,0.8,12.5,80.31
2010,1,3,18,0,0.72,7.81,62.78
2010,1,3,21,0,0.7,7.94,59.74
2010,1,4,0,0,0.69,7.75,73.3
2010,1,4,3,0,0.68,7.41,240.26
2010,1,4,6,0,0.64,7.19,290.14
2010,1,4,9,0,0.62,7.52,331.5
2010,1,4,12,0,0.64,7.63,331.93
2010,1,4,15,0,0.71,7.63,313.53
2010,1,4,18,0,0.91,7.19,331.82
2010,1,4,21,0,0.96,7.14,344.17
2010,1,5,0,0,1.46,4.98,26.99
2010,1,5,3,0,1.88,6.29,14.97
2010,1,5,6,0,1.98,6.85,18.43
2010,1,5,9,0,1.98,7.58,18.63
2010,1,5,12,0,2.19,6.99,21.35
2010,1,5,15,0,2.46,7.75,27.41
2010,1,5,18,0,3.3,8.62,36.27
2010,1,5,21,0,3.35,8.7,40.17
2010,1,6,0,0,2.85,8.33,39.45
2010,1,6,3,0,2.4,7.63,41.33
2010,1,6,6,0,2.01,10.1,32.01
2010,1,6,9,0,1.71,10,5.06
2010,1,6,12,0,1.88,9.52,26.32
2010,1,6,15,0,1.94,7.46,26.57
2010,1,6,18,0,1.89,7.25,29.58
2010,1,6,21,0,1.61,7.09,19.65
2010,1,7,0,0,1.44,7.09,18.92
2010,1,7,3,0,1.37,6.85,16.99
2010,1,7,6,0,1.29,6.45,16.62
2010,1,7,9,0,1.19,14.93,30.26
2010,1,7,12,0,1.06,14.71,132.27
2010,1,7,15,0,1.01,14.49,136.85
2010,1,7,18,0,1.01,14.29,122.47
2010,1,7,21,0,1.05,14.29,121.61
2010,1,8,0,0,1.11,14.49,128.99
2010,1,8,3,0,1.25,14.71,114.44
2010,1,8,6,0,1.54,14.93,106.26
2010,1,8,9,0,1.67,14.71,125.54
2010,1,8,12,0,1.69,14.29,150.26
2010,1,8,15,0,1.69,13.89,163.61
2010,1,8,18,0,1.66,13.7,180
2010,1,8,21,0,1.61,13.51,177.61
2010,1,9,0,0,1.54,13.33,163.74
2010,1,9,3,0,1.47,13.33,147.99
2010,1,9,6,0,1.39,12.99,142.77
2010,1,9,9,0,1.31,12.66,141.34
2010,1,9,12,0,1.22,12.5,37.45
2010,1,9,15,0,1.21,12.35,130.6
2010,1,9,18,0,1.14,12.35,136.43
2010,1,9,21,0,1.07,12.5,130.7
2010,1,10,0,0,1.08,12.5,122.47
2010,1,10,3,0,1.21,12.5,108.19
2010,1,10,6,0,1.31,12.35,107.95
2010,1,10,9,0,1.47,12.2,90
2010,1,10,12,0,1.57,11.9,84.47
2010,1,10,15,0,1.61,11.49,80.26
2010,1,10,18,0,1.78,5.29,79.19
2010,1,10,21,0,1.82,5.35,78.11
2010,1,11,0,0,1.89,5.38,76.08
2010,1,11,3,0,1.98,5.59,78
2010,1,11,6,0,2.1,5.81,93.47
2010,1,11,9,0,2.09,6.13,104.46
2010,1,11,12,0,1.76,6.21,110.44
2010,1,11,15,0,1.66,6.21,116.57
2010,1,11,18,0,1.4,6.21,124.33
2010,1,11,21,0,1.28,5.92,126.29
2010,1,12,0,0,1.25,13.7,124.51
2010,1,12,3,0,1.26,13.51,124
2010,1,12,6,0,1.51,5.15,120.58
2010,1,12,9,0,2.06,6.25,116.73
2010,1,12,12,0,2.46,6.9,118.92
2010,1,12,15,0,2.59,7.09,116.71
2010,1,12,18,0,2.62,7.14,120.5
2010,1,12,21,0,2.52,7.04,125.54
2010,1,13,0,0,2.19,15.15,127.88
2010,1,13,3,0,2.11,14.93,131.92
2010,1,13,6,0,2.15,14.49,133.03
2010,1,13,9,0,2.18,13.89,133.62
2010,1,13,12,0,2.26,13.7,135
2010,1,13,15,0,2.14,13.51,137.45
2010,1,13,18,0,2.09,13.16,136.29
2010,1,13,21,0,2.15,12.82,139.69
2010,1,14,0,0,2.17,12.5,143.91
2010,1,14,3,0,2.1,12.35,150.57
2010,1,14,6,0,2,12.05,187.31
2010,1,14,9,0,1.89,12.05,198.43
2010,1,14,12,0,1.82,11.9,184.86
2010,1,14,15,0,1.79,11.63,164.29
2010,1,14,18,0,1.86,11.49,157.2
2010,1,14,21,0,1.86,11.36,158.4
2010,1,15,0,0,1.76,11.24,157.3
2010,1,15,3,0,1.84,11.24,151.39
2010,1,15,6,0,1.91,11.24,159.78
2010,1,15,9,0,1.99,11.24,157.75
2010,1,15,12,0,1.64,11.24,144.95
2010,1,15,15,0,1.73,11.36,160.82
2010,1,15,18,0,1.92,11.49,153.65
2010,1,15,21,0,2.16,12.05,147.62
2010,1,16,0,0,2.29,12.35,158.03
2010,1,16,3,0,2.09,12.5,161.92
2010,1,16,6,0,2.08,12.5,190.76
2010,1,16,9,0,2.26,12.35,203.54
2010,1,16,12,0,2.43,12.5,213.56
2010,1,16,15,0,2.93,12.2,223.3
2010,1,16,18,0,3.28,12.2,227.34
2010,1,16,21,0,3.16,12.35,226.29
2010,1,17,0,0,3.44,14.49,231.18
2010,1,17,3,0,3.92,13.16,245.01
2010,1,17,6,0,4.03,13.51,244.98
2010,1,17,9,0,3.93,13.7,208.38
2010,1,17,12,0,3.74,13.51,195.95
2010,1,17,15,0,3.51,13.33,199.09
2010,1,17,18,0,3.3,12.66,204.01
2010,1,17,21,0,3.25,12.35,222.57
2010,1,18,0,0,2.85,11.63,246.32
2010,1,18,3,0,2.6,11.36,250.11
2010,1,18,6,0,2.39,11.11,247.29
2010,1,18,9,0,2.22,10.64,213.69
2010,1,18,12,0,2.09,10.42,221.88
2010,1,18,15,0,2.03,10.31,220.43
2010,1,18,18,0,1.93,10.31,166.83
2010,1,18,21,0,1.86,10.42,150.85
2010,1,19,0,0,1.83,10.53,146.1
2010,1,19,3,0,1.88,10.64,149.91
2010,1,19,6,0,1.82,10.75,138.01
2010,1,19,9,0,1.96,10.64,138.01
2010,1,19,12,0,1.65,10.64,138.01
2010,1,19,15,0,1.68,10.99,139.55
2010,1,19,18,0,1.79,11.24,132.56
2010,1,19,21,0,2.03,6.17,132.73
2010,1,20,0,0,2.1,6.71,137.22
2010,1,20,3,0,1.97,6.9,139.44
2010,1,20,6,0,1.72,12.99,149.98
2010,1,20,9,0,1.5,12.35,152.02
2010,1,20,12,0,1.36,11.76,162.18
2010,1,20,15,0,1.34,11.49,185.95
2010,1,20,18,0,1.44,11.63,194.04
2010,1,20,21,0,1.58,13.33,174.29
2010,1,21,0,0,1.75,13.33,151.23
2010,1,21,3,0,1.98,13.7,138.47
2010,1,21,6,0,2.38,14.29,139.5
2010,1,21,9,0,2.69,14.49,142.82
2010,1,21,12,0,2.68,13.89,150.49
2010,1,21,15,0,2.64,13.7,151.39
2010,1,21,18,0,2.57,13.7,152.9
2010,1,21,21,0,2.37,13.33,153.88
2010,1,22,0,0,1.97,12.82,219.61
2010,1,22,3,0,1.92,12.66,241.01
2010,1,22,6,0,1.91,12.5,227.12
2010,1,22,9,0,1.95,12.35,204.19
2010,1,22,12,0,1.95,12.05,211.24
2010,1,22,15,0,1.92,11.63,223.73
2010,1,22,18,0,1.84,11.36,220.71
2010,1,22,21,0,1.75,11.11,230.83
2010,1,23,0,0,1.69,10.87,233.75
2010,1,23,3,0,1.66,10.64,298.3
2010,1,23,6,0,1.67,10.87,350.07
2010,1,23,9,0,1.75,11.24,27.98
2010,1,23,12,0,1.85,11.36,11
2010,1,23,15,0,1.91,11.36,357.06
2010,1,23,18,0,1.95,11.36,5.19
2010,1,23,21,0,1.96,11.36,16.14
2010,1,24,0,0,1.93,11.36,7.85
2010,1,24,3,0,1.82,11.24,348.02
2010,1,24,6,0,1.7,10.99,332.65
2010,1,24,9,0,1.58,10.87,321.34
2010,1,24,12,0,1.59,13.51,295.35
2010,1,24,15,0,1.79,13.7,226.91
2010,1,24,18,0,1.93,13.33,198.92
2010,1,24,21,0,1.97,12.99,169
2010,1,25,0,0,1.95,12.5,168.69
2010,1,25,3,0,1.89,12.5,174.14
2010,1,25,6,0,1.85,12.5,173.37
2010,1,25,9,0,1.86,12.5,165.14
2010,1,25,12,0,1.83,12.5,151.48
2010,1,25,15,0,1.8,12.5,160.17
2010,1,25,18,0,1.73,12.35,168.5
2010,1,25,21,0,1.73,12.2,165.96
2010,1,26,0,0,1.86,12.35,168.5
2010,1,26,3,0,2.17,13.51,173.23
2010,1,26,6,0,2.35,13.89,187.82
2010,1,26,9,0,2.36,13.51,198.43
2010,1,26,12,0,2.3,13.16,215.1
2010,1,26,15,0,2.24,12.99,210.17
2010,1,26,18,0,2.21,12.82,208.41
2010,1,26,21,0,2.21,12.82,215.05
2010,1,27,0,0,2.26,12.82,222.03
2010,1,27,3,0,2.31,12.66,246.23
2010,1,27,6,0,2.35,12.82,257.59
2010,1,27,9,0,2.51,12.82,262.5
2010,1,27,12,0,2.58,12.99,301.57
2010,1,27,15,0,2.64,12.99,328.57
2010,1,27,18,0,2.79,12.82,331.14
2010,1,27,21,0,2.84,12.66,331.35
2010,1,28,0,0,2.82,7.52,329.31
2010,1,28,3,0,2.75,7.75,322.67
2010,1,28,6,0,2.68,8.2,312.58
2010,1,28,9,0,2.58,10.99,301.07
2010,1,28,12,0,2.47,10.99,292.75
2010,1,28,15,0,2.4,8.85,277.96
2010,1,28,18,0,2.16,8.7,264.61
2010,1,28,21,0,2.46,8.4,288.91
2010,1,29,0,0,2.36,8.47,0.5
2010,1,29,3,0,2.72,8.77,6.81
2010,1,29,6,0,3.25,9.01,356.27
2010,1,29,9,0,3.44,9.17,352.88
2010,1,29,12,0,3.68,8.93,346.85
2010,1,29,15,0,3.76,9.35,345.26
2010,1,29,18,0,3.77,9.43,344.93
2010,1,29,21,0,3.43,9.71,348.5
2010,1,30,0,0,3.03,9.71,349.11
2010,1,30,3,0,2.63,9.62,349.07
2010,1,30,6,0,2.33,9.43,347.01
2010,1,30,9,0,2.13,9.43,344.05
2010,1,30,12,0,1.97,9.35,346.35
2010,1,30,15,0,1.87,9.35,349.18
2010,1,30,18,0,1.89,9.43,350.17
2010,1,30,21,0,2,9.8,349.63
2010,1,31,0,0,2.13,10,346.26
2010,1,31,3,0,2.29,9.9,347.17
2010,1,31,6,0,2.51,9.26,346.58
2010,1,31,9,0,2.61,8.33,346.97
2010,1,31,12,0,2.58,8.7,359.42
2010,1,31,15,0,2.5,8.85,352.18
2010,1,31,18,0,2.43,8.77,346.36
2010,1,31,21,0,2.49,8.06,344.74
2010,2,1,0,0,2.29,8.13,339.21
2010,2,1,3,0,2.02,8.55,325.08
2010,2,1,6,0,1.78,9.17,287.1
2010,2,1,9,0,1.6,9.35,254.83
2010,2,1,12,0,1.52,9.35,250.52
2010,2,1,15,0,1.78,9.35,262.75
2010,2,1,18,0,1.88,6.02,261.29
2010,2,1,21,0,2.03,6.45,260.79
2010,2,2,0,0,2.05,6.76,262.69
2010,2,2,3,0,1.99,6.9,269.48
2010,2,2,6,0,2.05,6.94,282.8
2010,2,2,9,0,2.2,7.09,294.11
2010,2,2,12,0,1.82,7.3,25.74
2010,2,2,15,0,1.58,7.35,24.52
2010,2,2,18,0,1.46,7.3,28.22
2010,2,2,21,0,1.39,7.3,41.5
2010,2,3,0,0,1.37,7.41,65.43
2010,2,3,3,0,1.42,9.71,97.94
2010,2,3,6,0,1.44,9.35,126.87
2010,2,3,9,0,1.43,9.26,137.86
2010,2,3,12,0,1.56,9.26,124.4
2010,2,3,15,0,1.53,12.2,132.65
2010,2,3,18,0,1.45,12.66,181.76
2010,2,3,21,0,2.08,12.5,272.47
2010,2,4,0,0,2.26,12.35,276.34
2010,2,4,3,0,2.12,12.2,261.57
2010,2,4,6,0,1.97,12.2,183.37
2010,2,4,9,0,1.86,12.05,144.61
2010,2,4,12,0,1.86,11.9,124.99
2010,2,4,15,0,2.17,11.76,117.44
2010,2,4,18,0,2.2,11.76,120.76
2010,2,4,21,0,2.06,11.63,126.28
2010,2,5,0,0,2.02,11.49,132.48
2010,2,5,3,0,1.75,11.49,249.04
2010,2,5,6,0,1.57,11.49,148.39
2010,2,5,9,0,1.46,11.49,153.43
2010,2,5,12,0,1.45,11.63,134.22
2010,2,5,15,0,1.56,13.16,125.54
2010,2,5,18,0,1.89,14.93,90
2010,2,5,21,0,2.22,15.87,113.03
2010,2,6,0,0,2.34,15.87,130.1
2010,2,6,3,0,2.31,15.62,161.57
2010,2,6,6,0,2.13,15.15,199.09
2010,2,6,9,0,1.88,14.29,189.73
2010,2,6,12,0,1.63,13.51,55.3
2010,2,6,15,0,1.42,12.82,78.69
2010,2,6,18,0,1.25,12.35,84.43
2010,2,6,21,0,1.12,12.05,118.93
2010,2,7,0,0,1.08,11.76,124.25
2010,2,7,3,0,1.04,11.24,141.91
2010,2,7,6,0,1.01,10.87,125.42
2010,2,7,9,0,0.97,10.53,128.96
2010,2,7,12,0,0.99,10.31,124.09
2010,2,7,15,0,1.09,10.1,122.01
2010,2,7,18,0,1.1,18.18,118.87
2010,2,7,21,0,1.18,17.54,125.38
2010,2,8,0,0,1.38,16.67,112.83
2010,2,8,3,0,1.72,16.13,109.98
2010,2,8,6,0,1.88,15.38,108.89
2010,2,8,9,0,2.05,15.15,105.31
2010,2,8,12,0,2.01,14.93,98.6
2010,2,8,15,0,1.97,14.93,94.94
2010,2,8,18,0,1.82,14.71,81.63
2010,2,8,21,0,1.78,14.08,65.77
2010,2,9,0,0,1.79,13.89,69.68
2010,2,9,3,0,1.85,13.89,77.47
2010,2,9,6,0,1.95,16.67,52.43
2010,2,9,9,0,2.03,16.39,49.18
2010,2,9,12,0,2.06,16.13,65.3
2010,2,9,15,0,2.03,15.62,70.25
2010,2,9,18,0,1.95,14.93,60.64
2010,2,9,21,0,1.84,14.49,47.49
2010,2,10,0,0,1.73,14.08,35.13
2010,2,10,3,0,1.61,13.89,25.77
2010,2,10,6,0,1.51,13.51,33.69
2010,2,10,9,0,1.5,13.16,43.15
2010,2,10,12,0,1.51,12.66,62.62
2010,2,10,15,0,1.35,12.5,91.15
2010,2,10,18,0,1.18,12.35,112.83
2010,2,10,21,0,1.04,12.2,123.69
2010,2,11,0,0,0.93,11.76,139.9
2010,2,11,3,0,0.87,11.49,150.64
2010,2,11,6,0,0.87,11.49,185.19
2010,2,11,9,0,0.95,13.51,244.98
2010,2,11,12,0,1.09,13.7,295.71
2010,2,11,15,0,1.23,13.7,338.5
2010,2,11,18,0,1.32,13.51,357.06
2010,2,11,21,0,1.35,13.33,357.14
2010,2,12,0,0,1.38,13.16,16.46
2010,2,12,3,0,1.4,12.82,26.57
2010,2,12,6,0,1.34,12.66,23.05
2010,2,12,9,0,1.26,12.66,27.05
2010,2,12,12,0,1.22,12.5,24.78
2010,2,12,15,0,1.21,12.5,29.05
2010,2,12,18,0,1.19,12.35,31.43
2010,2,12,21,0,1.11,12.35,35.42
2010,2,13,0,0,1.04,12.35,31.76
2010,2,13,3,0,1.03,12.2,28.22
2010,2,13,6,0,1.05,11.9,28.22
2010,2,13,9,0,1.09,11.63,26.57
2010,2,13,12,0,1.11,11.36,24.78
2010,2,13,15,0,1.11,11.36,7.91
2010,2,13,18,0,1.09,11.24,347.8
2010,2,13,21,0,1.07,11.11,345.96
2010,2,14,0,0,1.05,10.99,316.08
2010,2,14,3,0,1.02,10.75,282.53
2010,2,14,6,0,1.01,10.53,278.43
2010,2,14,9,0,1.07,10.31,274.27
2010,2,14,12,0,1.11,10.2,304.25
2010,2,14,15,0,1.13,10.2,295.25
2010,2,14,18,0,1.12,10,294.44
2010,2,14,21,0,1.24,6.13,291.8
2010,2,15,0,0,1.24,6.9,285.71
2010,2,15,3,0,1.29,6.94,280.71
2010,2,15,6,0,1.46,6.85,287.84
2010,2,15,9,0,1.76,6.99,300.43
2010,2,15,12,0,2.08,7.41,304.16
